,trainloss,trainacc,valloss,valacc
0,4.520025430128093,0.15661764705120146,4.194675445556641,0.25839999109506606
1,4.015782480044743,0.2522178708439898,3.814746856689453,0.3479999913275242
2,3.692097569975402,0.31049392587693453,3.5723204612731934,0.3834999904036522
3,3.5117584756573144,0.3466831841279783,3.783257246017456,0.4103999900817871
4,3.396085917187469,0.36964913684388867,3.1229004859924316,0.4242999884486198
5,3.309501872952942,0.38799952050609054,3.5191469192504883,0.4488999870419502
6,3.2473090731579326,0.40365648978506513,3.292537212371826,0.4448999884724617
7,3.1846396099880834,0.4149296675496699,2.679417610168457,0.4624999874830246
8,3.1263728580816323,0.4275135869717659,2.8435678482055664,0.4747999879717827
9,3.086482852926035,0.43863890664961636,2.9012694358825684,0.4833999881148338
10,3.036359565642179,0.4472945972781657,2.722593307495117,0.49179998636245725
11,2.9768889950364446,0.4576686381379052,3.311795234680176,0.5110999867320061
12,2.9474207147612903,0.46375479539641945,3.0620203018188477,0.516799987256527
13,2.914012008920655,0.4723984974881877,2.8889894485473633,0.5291999870538712
14,2.8664026510380114,0.4812619885825135,2.9905238151550293,0.5441999891400338
15,2.8243395830969065,0.48909446932470707,3.0523080825805664,0.5261999869346619
16,2.803243624889637,0.49667519186158926,2.8974404335021973,0.55559998691082
17,2.7655021662602337,0.5029132033857848,2.4239208698272705,0.5605999875068665
18,2.7374257456006297,0.5074808184448105,2.808189868927002,0.5569999879598617
19,2.715258830648554,0.511600863217088,2.8246822357177734,0.562499986588955
20,2.6862942288293863,0.5179547633966217,2.725447177886963,0.5506999897956848
21,2.656907981618896,0.5219349425162196,2.595791816711426,0.5737999868392945
22,2.639397296759174,0.5306625639081306,2.5707812309265137,0.5764999890327454
23,2.6028742399971807,0.5355458759590793,2.242408275604248,0.5774999904632568
24,2.576924727091094,0.5412204283887468,2.170060634613037,0.5873999878764152
25,2.553504137736757,0.5442335358666032,2.7131214141845703,0.5991999885439873
26,2.539086259844358,0.5483256073863915,2.6632628440856934,0.5979999861121178
27,2.5171146301357337,0.5517023656984119,2.4713268280029297,0.5850999900698661
28,2.5142343294285143,0.5512228260564682,2.421377658843994,0.6028999868035316
